na_item,time,values,geo
Foreign military aid,2001-01-01,0,Ungaria
Foreign military aid,2001-01-01,0.1,Irlanda
Foreign military aid,2001-01-01,0,Islanda
Foreign military aid,2001-01-01,0,Italia
Foreign military aid,2001-01-01,0,Lituania
Foreign military aid,2001-01-01,0,Luxemburg
Foreign military aid,2001-01-01,0,Letonia
Foreign military aid,2001-01-01,0,Malta
Foreign military aid,2001-01-01,0.1,Olanda
Foreign military aid,2001-01-01,0.1,Norvegia
Foreign military aid,2001-01-01,0,Polonia
Foreign military aid,2001-01-01,NA,Portugalia
Foreign military aid,2001-01-01,0.1,Romania
Foreign military aid,2001-01-01,0.1,Suedia
Foreign military aid,2001-01-01,0,Slovenia
Foreign military aid,2001-01-01,0.1,Slovacia
R&D Defence,2001-01-01,0,Austria
R&D Defence,2001-01-01,0,Belgia
R&D Defence,2001-01-01,NA,Bulgaria
R&D Defence,2001-01-01,0,Elvetia
R&D Defence,2001-01-01,0,Cipru
R&D Defence,2001-01-01,0,Cehia
R&D Defence,2001-01-01,0,Germania
R&D Defence,2001-01-01,0,Danemarca
R&D Defence,2001-01-01,0,Estonia
R&D Defence,2001-01-01,0,Grecia
R&D Defence,2001-01-01,0,Spania
R&D Defence,2001-01-01,0,Media UE
R&D Defence,2001-01-01,0,Finlanda
R&D Defence,2001-01-01,0.1,Franta
R&D Defence,2001-01-01,0,Croatia
R&D Defence,2001-01-01,0,Ungaria
R&D Defence,2001-01-01,0,Irlanda
R&D Defence,2001-01-01,0,Islanda
R&D Defence,2001-01-01,0,Italia
R&D Defence,2001-01-01,0,Lituania
R&D Defence,2001-01-01,0,Luxemburg
R&D Defence,2001-01-01,0,Letonia
R&D Defence,2001-01-01,0,Malta
R&D Defence,2001-01-01,0,Olanda
R&D Defence,2001-01-01,0,Norvegia
R&D Defence,2001-01-01,0,Polonia
R&D Defence,2001-01-01,0,Portugalia
R&D Defence,2001-01-01,0,Romania
R&D Defence,2001-01-01,0,Suedia
R&D Defence,2001-01-01,0,Slovenia
R&D Defence,2001-01-01,0,Slovacia
Defence n.e.c.,2001-01-01,0.1,Austria
Defence n.e.c.,2001-01-01,0.2,Belgia
Defence n.e.c.,2001-01-01,0.3,Bulgaria
Defence n.e.c.,2001-01-01,0,Elvetia
Defence n.e.c.,2001-01-01,0,Cipru
Defence n.e.c.,2001-01-01,0.1,Cehia
Defence n.e.c.,2001-01-01,0,Germania
Defence n.e.c.,2001-01-01,0,Danemarca
Defence n.e.c.,2001-01-01,0.1,Estonia
Defence n.e.c.,2001-01-01,0,Grecia
Defence n.e.c.,2001-01-01,0,Spania
Defence n.e.c.,2001-01-01,0,Media UE
Defence n.e.c.,2001-01-01,0.1,Finlanda
Defence n.e.c.,2001-01-01,0.1,Franta
Defence n.e.c.,2001-01-01,0.1,Croatia
Defence n.e.c.,2001-01-01,0,Ungaria
Defence n.e.c.,2001-01-01,0,Irlanda
Defence n.e.c.,2001-01-01,0,Islanda
Defence n.e.c.,2001-01-01,0,Italia
Defence n.e.c.,2001-01-01,0.2,Lituania
Defence n.e.c.,2001-01-01,0,Luxemburg
Defence n.e.c.,2001-01-01,0.1,Letonia
Defence n.e.c.,2001-01-01,0,Malta
Defence n.e.c.,2001-01-01,0.2,Olanda
Defence n.e.c.,2001-01-01,0,Norvegia
Defence n.e.c.,2001-01-01,0,Polonia
Defence n.e.c.,2001-01-01,0,Portugalia
Defence n.e.c.,2001-01-01,0,Romania
Defence n.e.c.,2001-01-01,0,Suedia
Defence n.e.c.,2001-01-01,0.2,Slovenia
Defence n.e.c.,2001-01-01,0,Slovacia
Public order and safety,2001-01-01,1.4,Austria
Public order and safety,2001-01-01,1.7,Belgia
Public order and safety,2001-01-01,2.7,Bulgaria
Public order and safety,2001-01-01,1.5,Elvetia
Public order and safety,2001-01-01,1.8,Cipru
Public order and safety,2001-01-01,1.9,Cehia
Public order and safety,2001-01-01,1.6,Germania
Public order and safety,2001-01-01,0.9,Danemarca
Public order and safety,2001-01-01,2.5,Estonia
Public order and safety,2001-01-01,1.5,Grecia
Public order and safety,2001-01-01,1.8,Spania
Public order and safety,2001-01-01,1.6,Media UE
Public order and safety,2001-01-01,1.3,Finlanda
Public order and safety,2001-01-01,1.4,Franta
Public order and safety,2001-01-01,2.7,Croatia
Public order and safety,2001-01-01,2,Ungaria
Public order and safety,2001-01-01,1.5,Irlanda
Public order and safety,2001-01-01,1.4,Islanda
Public order and safety,2001-01-01,1.8,Italia
Public order and safety,2001-01-01,1.9,Lituania
Public order and safety,2001-01-01,1,Luxemburg
Public order and safety,2001-01-01,2.3,Letonia
Public order and safety,2001-01-01,1.6,Malta
Public order and safety,2001-01-01,1.6,Olanda
Public order and safety,2001-01-01,1,Norvegia
Public order and safety,2001-01-01,2,Polonia
Public order and safety,2001-01-01,1.7,Portugalia
Public order and safety,2001-01-01,1.6,Romania
Public order and safety,2001-01-01,1.3,Suedia
Public order and safety,2001-01-01,1.9,Slovenia
Public order and safety,2001-01-01,3.7,Slovacia
Police services,2001-01-01,0.7,Austria
Police services,2001-01-01,1,Belgia
Police services,2001-01-01,1.9,Bulgaria
Police services,2001-01-01,0.6,Elvetia
Police services,2001-01-01,1.4,Cipru
Police services,2001-01-01,1,Cehia
Police services,2001-01-01,0.8,Germania
Police services,2001-01-01,0.5,Danemarca
Police services,2001-01-01,1.4,Estonia
Police services,2001-01-01,1,Grecia
Police services,2001-01-01,1.2,Spania
Police services,2001-01-01,0.9,Media UE
Police services,2001-01-01,0.6,Finlanda
Police services,2001-01-01,0.9,Franta
Police services,2001-01-01,1.4,Croatia
Police services,2001-01-01,1.2,Ungaria
Police services,2001-01-01,0.9,Irlanda
Police services,2001-01-01,0.8,Islanda
Police services,2001-01-01,1.1,Italia
Police services,2001-01-01,1,Lituania
Police services,2001-01-01,0.5,Luxemburg
Police services,2001-01-01,1.2,Letonia
Police services,2001-01-01,1,Malta
Police services,2001-01-01,0.7,Olanda
Police services,2001-01-01,0.5,Norvegia
Police services,2001-01-01,1,Polonia
Police services,2001-01-01,1.1,Portugalia
Police services,2001-01-01,0.9,Romania
Police services,2001-01-01,0.6,Suedia
Police services,2001-01-01,0.9,Slovenia
Police services,2001-01-01,1.6,Slovacia
Fire-protection services,2001-01-01,0.1,Austria
Fire-protection services,2001-01-01,0.2,Belgia
Fire-protection services,2001-01-01,0.3,Bulgaria
Fire-protection services,2001-01-01,0.1,Elvetia
Fire-protection services,2001-01-01,0.2,Cipru
Fire-protection services,2001-01-01,0.2,Cehia
Fire-protection services,2001-01-01,0.2,Germania
Fire-protection services,2001-01-01,0.1,Danemarca
Fire-protection services,2001-01-01,0.3,Estonia
Fire-protection services,2001-01-01,0.2,Grecia
Fire-protection services,2001-01-01,0.1,Spania
Fire-protection services,2001-01-01,0.2,Media UE
Fire-protection services,2001-01-01,0.3,Finlanda
Fire-protection services,2001-01-01,0.2,Franta
Fire-protection services,2001-01-01,0.4,Croatia
Fire-protection services,2001-01-01,0.3,Ungaria
Fire-protection services,2001-01-01,0.2,Irlanda
Fire-protection services,2001-01-01,0.2,Islanda
Fire-protection services,2001-01-01,0.2,Italia
Fire-protection services,2001-01-01,0.2,Lituania
Fire-protection services,2001-01-01,0.1,Luxemburg
Fire-protection services,2001-01-01,0.2,Letonia
Fire-protection services,2001-01-01,0.1,Malta
Fire-protection services,2001-01-01,0.2,Olanda
Fire-protection services,2001-01-01,0.1,Norvegia
Fire-protection services,2001-01-01,0.2,Polonia
Fire-protection services,2001-01-01,0.1,Portugalia
Fire-protection services,2001-01-01,0.1,Romania
Fire-protection services,2001-01-01,0.3,Suedia
Fire-protection services,2001-01-01,0.1,Slovenia
Fire-protection services,2001-01-01,0.3,Slovacia
Law courts,2001-01-01,0.3,Austria
Law courts,2001-01-01,0.3,Belgia
Law courts,2001-01-01,0.3,Bulgaria
Law courts,2001-01-01,0.2,Elvetia
Law courts,2001-01-01,0.1,Cipru
Law courts,2001-01-01,0.3,Cehia
Law courts,2001-01-01,0.4,Germania
Law courts,2001-01-01,0.2,Danemarca
Law courts,2001-01-01,0.2,Estonia
Law courts,2001-01-01,0.3,Grecia
Law courts,2001-01-01,0.3,Spania
Law courts,2001-01-01,0.3,Media UE
Law courts,2001-01-01,0.2,Finlanda
Law courts,2001-01-01,0.2,Franta
Law courts,2001-01-01,0.6,Croatia
Law courts,2001-01-01,0.3,Ungaria
Law courts,2001-01-01,0.2,Irlanda
Law courts,2001-01-01,0.2,Islanda
Law courts,2001-01-01,0.4,Italia
Law courts,2001-01-01,0.4,Lituania
Law courts,2001-01-01,0.2,Luxemburg
Law courts,2001-01-01,0.4,Letonia
Law courts,2001-01-01,0.3,Malta
Law courts,2001-01-01,0.2,Olanda
Law courts,2001-01-01,0.2,Norvegia
Law courts,2001-01-01,0.5,Polonia
Law courts,2001-01-01,0.3,Portugalia
Law courts,2001-01-01,0.2,Romania
Law courts,2001-01-01,0.3,Suedia
Law courts,2001-01-01,0.6,Slovenia
Law courts,2001-01-01,0.5,Slovacia
Prisons,2001-01-01,0.1,Austria
Prisons,2001-01-01,0.1,Belgia
Prisons,2001-01-01,0.1,Bulgaria
Prisons,2001-01-01,0.2,Elvetia
Prisons,2001-01-01,0.1,Cipru
Prisons,2001-01-01,0.2,Cehia
Prisons,2001-01-01,0.1,Germania
Prisons,2001-01-01,0.1,Danemarca
Prisons,2001-01-01,0.3,Estonia
Prisons,2001-01-01,0,Grecia
Prisons,2001-01-01,0.1,Spania
Prisons,2001-01-01,0.1,Media UE
Prisons,2001-01-01,0.1,Finlanda
Prisons,2001-01-01,0.1,Franta
Prisons,2001-01-01,0.2,Croatia
Prisons,2001-01-01,0.2,Ungaria
Prisons,2001-01-01,0.2,Irlanda
Prisons,2001-01-01,0.1,Islanda
Prisons,2001-01-01,0.2,Italia
Prisons,2001-01-01,0.2,Lituania
Prisons,2001-01-01,0.1,Luxemburg
Prisons,2001-01-01,0.4,Letonia
Prisons,2001-01-01,0.1,Malta
Prisons,2001-01-01,0.3,Olanda
Prisons,2001-01-01,0.1,Norvegia
Prisons,2001-01-01,0.2,Polonia
Prisons,2001-01-01,0.2,Portugalia
Prisons,2001-01-01,0.1,Romania
Prisons,2001-01-01,0.2,Suedia
Prisons,2001-01-01,0.1,Slovenia
Prisons,2001-01-01,0.3,Slovacia
R&D Public order and safety,2001-01-01,0,Austria
R&D Public order and safety,2001-01-01,0,Belgia
R&D Public order and safety,2001-01-01,NA,Bulgaria
R&D Public order and safety,2001-01-01,0,Elvetia
R&D Public order and safety,2001-01-01,0,Cipru
R&D Public order and safety,2001-01-01,0,Cehia
R&D Public order and safety,2001-01-01,0,Germania
R&D Public order and safety,2001-01-01,0,Danemarca
R&D Public order and safety,2001-01-01,0,Estonia
R&D Public order and safety,2001-01-01,0,Grecia
R&D Public order and safety,2001-01-01,0,Spania
R&D Public order and safety,2001-01-01,0,Media UE
R&D Public order and safety,2001-01-01,0,Finlanda
R&D Public order and safety,2001-01-01,0,Franta
R&D Public order and safety,2001-01-01,0,Croatia
R&D Public order and safety,2001-01-01,0,Ungaria
R&D Public order and safety,2001-01-01,0,Irlanda
R&D Public order and safety,2001-01-01,0,Islanda
R&D Public order and safety,2001-01-01,0,Italia
R&D Public order and safety,2001-01-01,0,Lituania
R&D Public order and safety,2001-01-01,0,Luxemburg
R&D Public order and safety,2001-01-01,0,Letonia
R&D Public order and safety,2001-01-01,0,Malta
R&D Public order and safety,2001-01-01,0,Olanda
R&D Public order and safety,2001-01-01,0,Norvegia
R&D Public order and safety,2001-01-01,0,Polonia
R&D Public order and safety,2001-01-01,0,Portugalia
R&D Public order and safety,2001-01-01,0,Romania
R&D Public order and safety,2001-01-01,0,Suedia
R&D Public order and safety,2001-01-01,0,Slovenia
R&D Public order and safety,2001-01-01,0,Slovacia
Public order and safety n.e.c.,2001-01-01,0.1,Austria
Public order and safety n.e.c.,2001-01-01,0.1,Belgia
Public order and safety n.e.c.,2001-01-01,0,Bulgaria
Public order and safety n.e.c.,2001-01-01,0.3,Elvetia
Public order and safety n.e.c.,2001-01-01,0,Cipru
Public order and safety n.e.c.,2001-01-01,0.1,Cehia
Public order and safety n.e.c.,2001-01-01,0.1,Germania
Public order and safety n.e.c.,2001-01-01,0,Danemarca
Public order and safety n.e.c.,2001-01-01,0.2,Estonia
Public order and safety n.e.c.,2001-01-01,0,Grecia
Public order and safety n.e.c.,2001-01-01,0,Spania
Public order and safety n.e.c.,2001-01-01,0.1,Media UE
Public order and safety n.e.c.,2001-01-01,0.1,Finlanda
Public order and safety n.e.c.,2001-01-01,0,Franta
Public order and safety n.e.c.,2001-01-01,0.2,Croatia
Public order and safety n.e.c.,2001-01-01,0,Ungaria
Public order and safety n.e.c.,2001-01-01,0,Irlanda
Public order and safety n.e.c.,2001-01-01,0.1,Islanda
Public order and safety n.e.c.,2001-01-01,0,Italia
Public order and safety n.e.c.,2001-01-01,0.1,Lituania
Public order and safety n.e.c.,2001-01-01,0,Luxemburg
Public order and safety n.e.c.,2001-01-01,0.1,Letonia
Public order and safety n.e.c.,2001-01-01,0,Malta
Public order and safety n.e.c.,2001-01-01,0.1,Olanda
Public order and safety n.e.c.,2001-01-01,0.1,Norvegia
Public order and safety n.e.c.,2001-01-01,0,Polonia
Public order and safety n.e.c.,2001-01-01,0.1,Portugalia
Public order and safety n.e.c.,2001-01-01,0.2,Romania
Public order and safety n.e.c.,2001-01-01,0,Suedia
Public order and safety n.e.c.,2001-01-01,0.1,Slovenia
Public order and safety n.e.c.,2001-01-01,0.9,Slovacia
Economic affairs,2001-01-01,5.2,Austria
Economic affairs,2001-01-01,4.7,Belgia
Economic affairs,2001-01-01,4.6,Bulgaria
Economic affairs,2001-01-01,4,Elvetia
Economic affairs,2001-01-01,4.5,Cipru
Economic affairs,2001-01-01,9,Cehia
Economic affairs,2001-01-01,4.5,Germania
Economic affairs,2001-01-01,3.4,Danemarca
Economic affairs,2001-01-01,4.4,Estonia
Economic affairs,2001-01-01,5.3,Grecia
Economic affairs,2001-01-01,4.7,Spania
Economic affairs,2001-01-01,4.6,Media UE
Economic affairs,2001-01-01,4.6,Finlanda
Economic affairs,2001-01-01,4.4,Franta
Economic affairs,2001-01-01,8.2,Croatia
Economic affairs,2001-01-01,5.8,Ungaria
Economic affairs,2001-01-01,4,Irlanda
Economic affairs,2001-01-01,6.9,Islanda
Economic affairs,2001-01-01,4.4,Italia
Economic affairs,2001-01-01,4.2,Lituania
Economic affairs,2001-01-01,4.2,Luxemburg
Economic affairs,2001-01-01,4.1,Letonia
Economic affairs,2001-01-01,6.1,Malta
Economic affairs,2001-01-01,5.4,Olanda
Economic affairs,2001-01-01,4.7,Norvegia
Economic affairs,2001-01-01,3.4,Polonia
Economic affairs,2001-01-01,5.7,Portugalia
Economic affairs,2001-01-01,5,Romania
Economic affairs,2001-01-01,3.7,Suedia
Economic affairs,2001-01-01,5.3,Slovenia
Economic affairs,2001-01-01,6.3,Slovacia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.6,Austria
"Agriculture, forestry, fishing and hunting",2001-01-01,0.1,Belgia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.7,Bulgaria
"Agriculture, forestry, fishing and hunting",2001-01-01,1,Elvetia
"Agriculture, forestry, fishing and hunting",2001-01-01,1.9,Cipru
"Agriculture, forestry, fishing and hunting",2001-01-01,1.4,Cehia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.3,Germania
"Agriculture, forestry, fishing and hunting",2001-01-01,0.2,Danemarca
"Agriculture, forestry, fishing and hunting",2001-01-01,0.8,Estonia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.1,Grecia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.7,Spania
"Agriculture, forestry, fishing and hunting",2001-01-01,0.5,Media UE
"Agriculture, forestry, fishing and hunting",2001-01-01,1.1,Finlanda
"Agriculture, forestry, fishing and hunting",2001-01-01,0.4,Franta
"Agriculture, forestry, fishing and hunting",2001-01-01,1.1,Croatia
"Agriculture, forestry, fishing and hunting",2001-01-01,1.7,Ungaria
"Agriculture, forestry, fishing and hunting",2001-01-01,0.9,Irlanda
"Agriculture, forestry, fishing and hunting",2001-01-01,1.5,Islanda
"Agriculture, forestry, fishing and hunting",2001-01-01,0.6,Italia
"Agriculture, forestry, fishing and hunting",2001-01-01,1.3,Lituania
"Agriculture, forestry, fishing and hunting",2001-01-01,0.5,Luxemburg
"Agriculture, forestry, fishing and hunting",2001-01-01,1,Letonia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.6,Malta
"Agriculture, forestry, fishing and hunting",2001-01-01,0.3,Olanda
"Agriculture, forestry, fishing and hunting",2001-01-01,1,Norvegia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.4,Polonia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.7,Portugalia
"Agriculture, forestry, fishing and hunting",2001-01-01,0.6,Romania
"Agriculture, forestry, fishing and hunting",2001-01-01,0.2,Suedia
"Agriculture, forestry, fishing and hunting",2001-01-01,1.1,Slovenia
"Agriculture, forestry, fishing and hunting",2001-01-01,1,Slovacia
Fuel and energy,2001-01-01,0,Austria
Fuel and energy,2001-01-01,0,Belgia
Fuel and energy,2001-01-01,0.3,Bulgaria
Fuel and energy,2001-01-01,0.1,Elvetia
Fuel and energy,2001-01-01,0.1,Cipru
Fuel and energy,2001-01-01,0.3,Cehia
Fuel and energy,2001-01-01,0.3,Germania
Fuel and energy,2001-01-01,0.3,Danemarca
Fuel and energy,2001-01-01,0.1,Estonia
Fuel and energy,2001-01-01,0,Grecia
Fuel and energy,2001-01-01,0.2,Spania
Fuel and energy,2001-01-01,0.2,Media UE
Fuel and energy,2001-01-01,0,Finlanda
Fuel and energy,2001-01-01,0.2,Franta
Fuel and energy,2001-01-01,0,Croatia
Fuel and energy,2001-01-01,0,Ungaria
Fuel and energy,2001-01-01,0,Irlanda
Fuel and energy,2001-01-01,0.2,Islanda
Fuel and energy,2001-01-01,0.2,Italia
Fuel and energy,2001-01-01,0.1,Lituania
Fuel and energy,2001-01-01,0.2,Luxemburg
Fuel and energy,2001-01-01,0.4,Letonia
Fuel and energy,2001-01-01,0,Malta
Fuel and energy,2001-01-01,0.6,Olanda
Fuel and energy,2001-01-01,0.2,Norvegia
Fuel and energy,2001-01-01,0.1,Polonia
Fuel and energy,2001-01-01,0.1,Portugalia
Fuel and energy,2001-01-01,0.3,Romania
Fuel and energy,2001-01-01,0.1,Suedia
Fuel and energy,2001-01-01,0,Slovenia
Fuel and energy,2001-01-01,0,Slovacia
"Mining, manufacturing and construction",2001-01-01,0,Austria
"Mining, manufacturing and construction",2001-01-01,0.1,Belgia
"Mining, manufacturing and construction",2001-01-01,0.2,Bulgaria
"Mining, manufacturing and construction",2001-01-01,0,Elvetia
"Mining, manufacturing and construction",2001-01-01,0,Cipru
"Mining, manufacturing and construction",2001-01-01,0.3,Cehia
"Mining, manufacturing and construction",2001-01-01,0.3,Germania
"Mining, manufacturing and construction",2001-01-01,0.1,Danemarca
"Mining, manufacturing and construction",2001-01-01,0,Estonia
"Mining, manufacturing and construction",2001-01-01,0.3,Grecia
"Mining, manufacturing and construction",2001-01-01,0.2,Spania
"Mining, manufacturing and construction",2001-01-01,0.2,Media UE
"Mining, manufacturing and construction",2001-01-01,0.1,Finlanda
"Mining, manufacturing and construction",2001-01-01,0,Franta
"Mining, manufacturing and construction",2001-01-01,0.2,Croatia
"Mining, manufacturing and construction",2001-01-01,0.2,Ungaria
"Mining, manufacturing and construction",2001-01-01,0.3,Irlanda
"Mining, manufacturing and construction",2001-01-01,0.1,Islanda
"Mining, manufacturing and construction",2001-01-01,0.6,Italia
"Mining, manufacturing and construction",2001-01-01,0.1,Lituania
"Mining, manufacturing and construction",2001-01-01,0.1,Luxemburg
"Mining, manufacturing and construction",2001-01-01,0.1,Letonia
"Mining, manufacturing and construction",2001-01-01,1.1,Malta
"Mining, manufacturing and construction",2001-01-01,0.1,Olanda
"Mining, manufacturing and construction",2001-01-01,0.1,Norvegia
"Mining, manufacturing and construction",2001-01-01,0.1,Polonia
"Mining, manufacturing and construction",2001-01-01,0.5,Portugalia
"Mining, manufacturing and construction",2001-01-01,0.8,Romania
"Mining, manufacturing and construction",2001-01-01,0.2,Suedia
"Mining, manufacturing and construction",2001-01-01,0.3,Slovenia
"Mining, manufacturing and construction",2001-01-01,0.1,Slovacia
Transport,2001-01-01,2.6,Austria
Transport,2001-01-01,2.2,Belgia
Transport,2001-01-01,2.4,Bulgaria
Transport,2001-01-01,2.5,Elvetia
Transport,2001-01-01,1.1,Cipru
Transport,2001-01-01,4,Cehia
Transport,2001-01-01,1.7,Germania
Transport,2001-01-01,1.7,Danemarca
Transport,2001-01-01,2.8,Estonia
Transport,2001-01-01,2,Grecia
Transport,2001-01-01,1.9,Spania
Transport,2001-01-01,2,Media UE
Transport,2001-01-01,1.8,Finlanda
Transport,2001-01-01,1.8,Franta
Transport,2001-01-01,4.9,Croatia
Transport,2001-01-01,2.2,Ungaria
Transport,2001-01-01,1.9,Irlanda
Transport,2001-01-01,3.7,Islanda
Transport,2001-01-01,1.9,Italia
Transport,2001-01-01,2.4,Lituania
Transport,2001-01-01,4.6,Luxemburg
Transport,2001-01-01,1.9,Letonia
Transport,2001-01-01,2.2,Malta
Transport,2001-01-01,2.6,Olanda
Transport,2001-01-01,2.3,Norvegia
Transport,2001-01-01,2.2,Polonia
Transport,2001-01-01,2.8,Portugalia
Transport,2001-01-01,2.1,Romania
Transport,2001-01-01,2.2,Suedia
Transport,2001-01-01,2.4,Slovenia
Transport,2001-01-01,4.5,Slovacia
Communication,2001-01-01,0.1,Austria
Communication,2001-01-01,0.1,Belgia
Communication,2001-01-01,0,Bulgaria
Communication,2001-01-01,0,Elvetia
Communication,2001-01-01,0.1,Cipru
Communication,2001-01-01,0,Cehia
Communication,2001-01-01,0,Germania
Communication,2001-01-01,0,Danemarca
Communication,2001-01-01,0.1,Estonia
Communication,2001-01-01,0,Grecia
Communication,2001-01-01,0.1,Spania
Communication,2001-01-01,0,Media UE
Communication,2001-01-01,0,Finlanda
Communication,2001-01-01,0,Franta
Communication,2001-01-01,0,Croatia
Communication,2001-01-01,0.1,Ungaria
Communication,2001-01-01,0.1,Irlanda
Communication,2001-01-01,0.1,Islanda
Communication,2001-01-01,0.1,Italia
Communication,2001-01-01,0,Lituania
Communication,2001-01-01,0,Luxemburg
Communication,2001-01-01,0.2,Letonia
Communication,2001-01-01,0,Malta
Communication,2001-01-01,0,Olanda
Communication,2001-01-01,0,Norvegia
Communication,2001-01-01,0,Polonia
Communication,2001-01-01,0.1,Portugalia
Communication,2001-01-01,0,Romania
Communication,2001-01-01,0.1,Suedia
Communication,2001-01-01,0,Slovenia
Communication,2001-01-01,0,Slovacia
Other industries,2001-01-01,0.1,Austria
Other industries,2001-01-01,0.1,Belgia
Other industries,2001-01-01,0,Bulgaria
Other industries,2001-01-01,0.1,Elvetia
Other industries,2001-01-01,0.8,Cipru
Other industries,2001-01-01,0.1,Cehia
Other industries,2001-01-01,0.2,Germania
Other industries,2001-01-01,0.1,Danemarca
Other industries,2001-01-01,0.1,Estonia
Other industries,2001-01-01,0.1,Grecia
Other industries,2001-01-01,0.3,Spania
Other industries,2001-01-01,0.2,Media UE
Other industries,2001-01-01,0.1,Finlanda
Other industries,2001-01-01,0.3,Franta
Other industries,2001-01-01,0.1,Croatia
Other industries,2001-01-01,0.3,Ungaria
Other industries,2001-01-01,0.2,Irlanda
Other industries,2001-01-01,0.1,Islanda
Other industries,2001-01-01,0.2,Italia
Other industries,2001-01-01,0.1,Lituania
Other industries,2001-01-01,0.1,Luxemburg
Other industries,2001-01-01,0,Letonia
Other industries,2001-01-01,0.8,Malta
Other industries,2001-01-01,0.3,Olanda
Other industries,2001-01-01,0,Norvegia
Other industries,2001-01-01,0.1,Polonia
Other industries,2001-01-01,0.5,Portugalia
Other industries,2001-01-01,0,Romania
Other industries,2001-01-01,0.1,Suedia
Other industries,2001-01-01,0.1,Slovenia
Other industries,2001-01-01,0.3,Slovacia
R&D Economic affairs,2001-01-01,0.4,Austria
R&D Economic affairs,2001-01-01,0.1,Belgia
R&D Economic affairs,2001-01-01,NA,Bulgaria
R&D Economic affairs,2001-01-01,0.1,Elvetia
R&D Economic affairs,2001-01-01,0.2,Cipru
R&D Economic affairs,2001-01-01,0.3,Cehia
R&D Economic affairs,2001-01-01,0.1,Germania
R&D Economic affairs,2001-01-01,-0.1,Danemarca
R&D Economic affairs,2001-01-01,0.2,Estonia
R&D Economic affairs,2001-01-01,0,Grecia
R&D Economic affairs,2001-01-01,0.3,Spania
R&D Economic affairs,2001-01-01,0.3,Media UE
R&D Economic affairs,2001-01-01,0.6,Finlanda
R&D Economic affairs,2001-01-01,0.8,Franta
R&D Economic affairs,2001-01-01,0.1,Croatia
R&D Economic affairs,2001-01-01,0,Ungaria
R&D Economic affairs,2001-01-01,0.2,Irlanda
R&D Economic affairs,2001-01-01,0.5,Islanda
R&D Economic affairs,2001-01-01,0.4,Italia
R&D Economic affairs,2001-01-01,0,Lituania
R&D Economic affairs,2001-01-01,0.2,Luxemburg
R&D Economic affairs,2001-01-01,0,Letonia
R&D Economic affairs,2001-01-01,0,Malta
R&D Economic affairs,2001-01-01,0.4,Olanda
R&D Economic affairs,2001-01-01,0.4,Norvegia
R&D Economic affairs,2001-01-01,0.1,Polonia
R&D Economic affairs,2001-01-01,0.3,Portugalia
R&D Economic affairs,2001-01-01,0,Romania
R&D Economic affairs,2001-01-01,0.1,Suedia
R&D Economic affairs,2001-01-01,0.4,Slovenia
R&D Economic affairs,2001-01-01,0,Slovacia
Economic affairs n.e.c.,2001-01-01,0,Austria
Economic affairs n.e.c.,2001-01-01,0.3,Belgia
Economic affairs n.e.c.,2001-01-01,NA,Bulgaria
Economic affairs n.e.c.,2001-01-01,0,Elvetia
Economic affairs n.e.c.,2001-01-01,0,Cipru
Economic affairs n.e.c.,2001-01-01,2,Cehia
Economic affairs n.e.c.,2001-01-01,0.2,Germania
Economic affairs n.e.c.,2001-01-01,0.2,Danemarca
Economic affairs n.e.c.,2001-01-01,0.1,Estonia
Economic affairs n.e.c.,2001-01-01,1.2,Grecia
Economic affairs n.e.c.,2001-01-01,0.1,Spania
Economic affairs n.e.c.,2001-01-01,0.1,Media UE
Economic affairs n.e.c.,2001-01-01,0.2,Finlanda
Economic affairs n.e.c.,2001-01-01,0.1,Franta
Economic affairs n.e.c.,2001-01-01,0.4,Croatia
Economic affairs n.e.c.,2001-01-01,0.4,Ungaria
Economic affairs n.e.c.,2001-01-01,0,Irlanda
Economic affairs n.e.c.,2001-01-01,0.1,Islanda
Economic affairs n.e.c.,2001-01-01,0,Italia
Economic affairs n.e.c.,2001-01-01,0.1,Lituania
Economic affairs n.e.c.,2001-01-01,0,Luxemburg
Economic affairs n.e.c.,2001-01-01,0.2,Letonia
Economic affairs n.e.c.,2001-01-01,0,Malta
Economic affairs n.e.c.,2001-01-01,0.1,Olanda
Economic affairs n.e.c.,2001-01-01,0.1,Norvegia
Economic affairs n.e.c.,2001-01-01,0,Polonia
Economic affairs n.e.c.,2001-01-01,NA,Portugalia
Economic affairs n.e.c.,2001-01-01,0,Romania
Economic affairs n.e.c.,2001-01-01,0,Suedia
Economic affairs n.e.c.,2001-01-01,0,Slovenia
Economic affairs n.e.c.,2001-01-01,0,Slovacia
Environmental protection,2001-01-01,0.5,Austria
Environmental protection,2001-01-01,0.8,Belgia
Environmental protection,2001-01-01,1.2,Bulgaria
Environmental protection,2001-01-01,0.7,Elvetia
Environmental protection,2001-01-01,0.2,Cipru
Environmental protection,2001-01-01,0.9,Cehia
Environmental protection,2001-01-01,0.7,Germania
Environmental protection,2001-01-01,0.6,Danemarca
