cod,taxa,functie,year,value
D611C,Cotizatii sociale efective obligatorii in sarcina angajatorilor,_Z,2013,35477.6
D611C,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,2013,26734.9
D611C,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2013,574.3
D611C,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2013,7495.4
D611C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2013,279.6
D611C,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2013,164.1
D611C,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2013,229.3
D611C,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,2013,NA
D611C,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2013,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru somaj,LEYRS,2013,NA
D611C,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2013,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2013,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2013,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2013,NA
D611V,Cotizatii sociale efective facultative in sarcina angajatorilor,_Z,2013,NA
D61SC,Tarife pentru serviciile prestate de sist. de asigurari sociale,_Z,2013,0
D6111,Cotizatii efective la fondul de pensii in sarcina angajatorilor,_Z,2013,26734.9
D6111,Contributii pentru asigurari sociale de stat datorate de angajatori,LEYRS,2013,26734.9
D6112,Alte cotizatii sociale efective in sarcina angajatorilor,_Z,2013,8742.7
D6112,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2013,574.3
D6112,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2013,7495.4
D6112,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2013,279.6
D6112,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2013,164.1
D6112,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2013,229.3
D6112,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2013,NA
D6112,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2013,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2013,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2013,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2013,NA
D612,Contributii sociale imputate in sarcina angajatorilor,_Z,2013,0
D6121,Cotizatii imputate la fondul de pensii in sarcina angajatorilor,_Z,2013,0
D6122,Alte cotizatii sociale imputate in sarcina angajatorilor,_Z,2013,0
D613,Cotizatii sociale efective in sarcina gospodariilor,_Z,2013,19339.8
D613,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2013,10156.1
D613,Contributii de asigurari pentru somaj datorate de asigurati,LEES,2013,590.2
D613,Contributii de asigurari sociale de sanatate datorate de asigurati,LEES,2013,8498.6
D613,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2013,0
D613,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2013,94.9
D6131,Cotizatii efective la fondul de pensii in sarcina gospodariilor,_Z,2013,10156.1
D6131,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2013,10156.1
D6132,Alte cotizatii sociale efective  in sarcina gospodariilor,_Z,2013,9183.7
D6132,Contributii de asigurari pentru somaj datorate de asigurati,LEES,2013,590.2
D6132,Contributii de asigurari sociale de sanatate datorate de asigurati,LEES,2013,8498.6
D6132,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2013,0
D6132,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2013,94.9
D613C,Cotizatii sociale efective obligatorii in sarcina gospodariilor,_Z,2013,19338.4
D613C,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2013,9959.6
D613C,Contributii pentru asigurari sociale(de sanatate) datorate de salariati si de alte persoane asimilate,LEES,2013,7019.5
D613C,Contributii pentru pensia suplimentara,LEES,2013,0
D613C,Contributii datorate de persoane care incheie contract de asigurari pentru somaj,LEES,2013,0.3
D613C,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2013,94.9
D613C,Contributii pentru asigurari sociale de stat datorate de alte persoane asigurate,LEES,2013,195.8
D613C,Contributii pentru asigurari de sanatate datorate de alte persoane asigurate,LEES,2013,558.6
D613C,Contributii de asigurari pentru somaj datorate de asigurati (individuale),LEES,2013,590.4
D613C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2013,0
D613C,Contributia agricultorilor asigurati,LEES,2013,0
D613C,Contributia datorata de pensionari,LEES,2013,919.3
D613CE,Cotizatii sociale efective obligatorii in sarcina salariatilor,_Z,2013,17074.3
D613CE,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2013,9959.6
D613CE,Contributii pentru asigurari sociale de sanatate datorate de salariati si de alte persoane asimilate,LEES,2013,7019.5
D613CE,Contributii pentru pensia suplimentara,LEES,2013,0
D613CE,Contributii datorate de persoane care incheie contract de asigurari pentru somaj,LEES,2013,0.3
D613CE,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2013,94.9
D613CS,Cotizatii sociale efective obligatorii in sarcina lucratorilor independenti,_Z,2013,2264.1
D613CS,Contributii pentru asigurari sociale de stat datorate de alte persoane asigurate,KISE,2013,195.8
D613CS,Contributii pentru asigurari de sanatate datorate de alte persoane asigurate,KISE,2013,558.6
D613CS,Contributii de asigurari pentru somaj datorate de asigurati (individuale),KISE,2013,590.4
D613CS,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,KISE,2013,0
D613CS,Contributia agricultorilor asigurati,KISE,2013,0
D613CS,Contributia datorata de pensionari,KISE,2013,919.3
D613CN,Cotizatii sociale efective obligatorii in sarcina somerilor,_Z,2013,0
D613V,Cotizatii sociale efective facultative in sarcina gospodariilor,_Z,2013,1.4
D613V,Contributii facultative la asigurarile sociale de stat,LEES,2013,0.7
D613V,Contributii facultative la asigurarile sociale de sanatate,LEES,2013,0.7
D614,Cotizatii suplimentare in sarcina gospodariilor,_Z,2013,0
D6141,Cotizatii suplimentare la fondul de pensii in sarcina gospodariilor,_Z,2013,0
D6142,Alte cotizatii sociale suplimentare  in sarcina gospodariilor,_Z,2013,0
D995,"Transferuri de capital de la adm.publice catre sectoarele relevante reprez.impozite si cotizatii,a caror colectare este improbabila",_Z,2013,NA
D995A,"Impozite pe produse evaluate, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995B,"Alte impozite pe producție evaluate, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995C,"Impozit pe profit evaluate, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995D,"Alte impozite curente evaluate, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995E,"Contribuțiile sociale efective ale angajatorilor evaluat, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995F,"Contribuții sociale efective în sarcina gospodăriilor populației evaluate, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995FE,"Contribuții sociale efective suportate de angajați evaluat, dar puțin probabil să fie colectate (2)",_Z,2013,NA
D995FS,"Contribuții sociale efective de către persoanele care desfășoară activități independente evaluate, dar puțin probabil să fie colectate (1)",_Z,2013,NA
D995FN,"Contribuții sociale efective de către persoane fără loc de muncă evaluate, dar puțin probabil să fie colectate (1)",_Z,2013,NA
D995G,"Impozite pe capital evaluate, dar puțin probabil să fie colectate (2)",_Z,2013,NA
ODB,TOTAL INCASARI DIN IMPOZITE SI CONTRIBUTII SOCIALE DUPA DEDUCEREA SUMELOR EVALUATE DAR PUTIN PROBABIL SA FIE COLECTATE,_Z,2013,173830.5
ODC,TOTAL INCASARI DIN IMPOZITE SI CONTRIBUTII SOCIALE (inclusiv contributiile sociale imputate)DUPA DEDUCEREA SUMELOR EVALUATE DAR PUTIN PROBABIL SA FIE COLECTATE,_Z,2013,173830.5
ODD,"Sarcina fiscala=totalul incasarilor fiscale din impozite si cotizatii,dupa deducerea sumelor calculate a caror colectare este improbabila",_Z,2013,173829.1
D2,IMPOZITE PE PRODUCTIE SI IMPORTURI,_Z,2014,85674.5
D21,Impozite pe produse,_Z,2014,79255.1
D211,Taxe de tip TVA,_Z,2014,51086.2
D211,Taxa pe valoarea adaugata,C,2014,51086.2
D212,"Impozite si drepturi asupra importurilor,exclusiv TVA",_Z,2014,2337.6
D2121,Drepturi asupra importurilor,_Z,2014,466.4
D2121,Taxa de timbru social asupra valorii automobilelor noi din import,C,2014,0
D2121,Taxe vamale din sumele datorate pana la data de 31.12.2006,C,2014,0.3
D2121,Taxe vamale de la persoane juridice,C,2014,466.1
D2121,Taxe vamale si alte venituri incasate de la persoane fizice  prin unitatile vamale,C,2014,0
D2121,Incasari din comisioane pentru servicii vamale,C,2014,0
D2121,Taxe anti-dumpind pe produse,C,2014,0
D2121,Taxe vamale legate de sectorul agricol,C,2014,0
D2122,"Impozite pe importuri, exclusiv TVA și drepturile de import",_Z,2014,1871.2
D2122A,Prelevările asupra produselor agricole importate,_Z,2014,NA
D2122B,Sumele compensatorii monetare asupra importurilor,_Z,2014,NA
D2122C,Accize,_Z,2014,1871.2
D2122C,Accize incasate in vama din importul produselor energetice,C,2014,969.5
D2122C,"Accize incasate in vama din importul de alcool etilic, produse intermediare, vinuri spumoase, bauturi fermentate spumoase si bere inclusiv sume datorate pana la 31 decembrie 2006",C,2014,35.3
D2122C,Accize incasate in vama din importul de produse din tutun,C,2014,845.4
D2122C,Accize incasate in vama din importul de cafea,C,2014,18.6
D2122C,Accize incasate in vama din importul altor produse,C,2014,1.3
D2122C,Accize in vama din importul autoturismelor,C,2014,1.1
D2122C,"Accize in vama din importul aparatelor de aer conditionat,datorate pana la 31.12.2006",C,2014,0
D2122C,"Accize incasate in vama din importul de alcool, distilate si bauturi alcoolice",C,2014,NA
D2122C,Venituri cu destinatie speciala din cota unica asupra carburantilor auto livrati la intern de producatori precum si carburantii auto consumati de acestia si asupra  carburantilor auto importati (Restante anii anteriori),C,2014,0
D2122D,Taxele pe vânzări generale,_Z,2014,NA
D2122E,Taxe pe servicii specifice,_Z,2014,NA
D2122F,Profitul monopolurilor de import,_Z,2014,NA
D214,"Impozite pe produse,exclusivTVA si impozitele pe importuri",_Z,2014,25831.3
D214A,Drepturi de accize si impozite de consum,_Z,2014,21739.5
D214A,Impozit pe titeiul din productia interna si gazele naturale,C,2014,3.4
D214A,Taxa de dezvoltare cuprinsa in tariful energiei electrice si termice-Restante anii anteriori,C,2014,78.8
D214A,Accize incasate din vanzarea produselor energetice,C,2014,12283.8
D214A,"Accize incasate din vanzarea de alcool, etilic, produse intermediare, vinuri spumoase, bauturi fermentate si bere",C,2014,1168.9
D214A,Accize incasate din vanzarea produselor din tutun,C,2014,8027.8
D214A,Accize incasate din vanzarea de cafea,C,2014,37.7
D214A,Accize incasate din vanzarea altor produse,C,2014,13.3
D214A,Accize incasate din vanzarea energiei electrice,C,2014,125.6
D214A,Accize incasate din vanzarea autoturismelor din productia interna,C,2014,0.2
D214A,Accize incasate la eliberarea banderolelor fiscale pentru bauturile alcoolice,C,2014,0
D214B,Taxe de timbru,_Z,2014,377.8
D214B,"Taxe judiciare de timbru, taxe de timbru pentru activitatea notariala si alte taxe de timbru",KS,2014,273.1
D214B,Venituri din timbrul judiciar,KS,2014,0
D214B,Taxe extrajudiciare de timbru,KS,2014,104.7
D214B,Taxe de timbru pt. contestatiile si plângerile asupra sumelor constatate si aplicate prin acte de control sau de impunere,KS,2014,NA
D214C,Taxa pe tranzacțiile financiare și de capital,_Z,2014,601.5
D214C,Impozitul pe veniturile din transferul  proprietatilor imobiliare din  patrimoniul personal,KS,2014,601.5
D214D,Taxe inregistrare auto,_Z,2014,713.6
D214D,Taxe inregistrare auto,C,2014,713.6
D214E,Taxe pentru spectacol si divertisment,_Z,2014,7.5
D214E,Impozit pe spectacole,C,2014,7.5
D214F,"Taxe pentru loterie,jocuri de noroc si pariuri",_Z,2014,0
D214F,Taxa de timbru social asupra jocurilor de noroc,C,2014,0
D214G,Taxe asupra primelor de asigurare,_Z,2014,0
D214G,"Venituri din aplicarea unei cote de 1,5% asupra volumului de prime brute",C,2014,0
D214H,Alte taxe pentru servicii determinate,_Z,2014,44.1
D214H,"Impozit pe veniturile din activitatile de expertiza contabila, tehnica judiciara si extrajudiciara",C,2014,4.2
D214H,Alte taxe pe servicii specifice,C,2014,23.9
D214H,Taxe hoteliere,C,2014,15.8
D214H,Cote din taxe de scolarizare,C,2014,0
D214H,Contributia agentilor economici din turism,C,2014,0
D214H,Taxa pentru reabilitare termica,C,2014,0.2
D214I,Impozite generale pe vanzari sau pe cifra de afaceri,_Z,2014,1525.1
D214I,"Alte impozite si taxe generale pe cifra de afaceri, vanzari si valoare adaugata",C,2014,3.4
D214I,Venituri din cota pe cifra de afaceri in domeniul comunicatiilor electronice,C,2014,0
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate si din bg. Min. Sanatatii,C,2014,1521.7
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate pana la data de 30septembrie 2011,C,2014,0
D214I,Venituri din contributia datorata pentru contractele cost-volum/cost-volum-rezultat,C,2014,NA
D214I,Venituri din contributia datorata pentru volume de medicamente consumate care depasesc volumele stabilite prin contracte,C,2014,NA
D214J,Beneficiile monopolurilor fiscale,_Z,2014,217
D214J,Impozit pe venituri din activitati desfasurate in baza contractelor/ conventiilor civile incheiate potrivit Codului civil,C,2014,217
D214K,Taxele de export și comp monetare. sumele pe exporturi,_Z,2014,NA
D214L,Alte taxe pe produse,_Z,2014,605.2
D214L,Alte impozite si taxe,C,2014,410.3
D214L,Taxe speciale,C,2014,194.9
D214L,Venituri incasate an curent,C,2014,NA
D214L,"Cota asupra pretului cu ridicata exclusiv accizele pt. carburantii auto 
livrati la intern de producatori si a valorii in vama pt carburanti auto importati",C,2014,NA
D29,Alte impozite pe productie,_Z,2014,6419.4
D29A,"Impozite pe proprietate sau utilizare terenuri,cladiri,constructii",_Z,2014,4112.1
D29A,Impozit si taxa pe cladiri de la  persoane juridice,KS,2014,2266.7
D29A,Impozit si taxa pe teren de la persoane  juridice,KS,2014,283.4
D29A,Sume fixe anuale platite pt. utilizarea drumurilor publice,KS,2014,0
D29A,Impozit pe constructii,KS,2014,1562
D29B,Impozite pe utilizarea activelor fixe,_Z,2014,513.7
D29B,Impozit pe mijloace de transport  detinute persoane de juridice*),KS,2014,426.9
D29B,Taxe asupra tranzactiilor cu valori mobiliare,KS,2014,0
D29B,"Alte taxe pe utilizarea bunurilor, autorizarea utilizarii bunurilor sau pe desfasurare de activitati",KS,2014,86.8
D29C,Fondul de salarii și impozitele pe salarii,_Z,2014,NA
D29D,Impozite pe tranzactiile internationale,_Z,2014,0.1
D29D,Venituri cu destinatie speciala din comisionul pentru servicii vamale,C,2014,0.1
D29D,Alte taxe pe tranzactii si comert international,C,2014,0
D29E,Impozite pe autorizatiile de  exercitare a activitatilor comerciale sau profesionale,_Z,2014,436.3
D29E,Taxe si tarife pentru eliberarea de licente si autorizatii de functionare,KS,2014,436.3
D29E,"Taxe pentru autorizarea vânzările de alcool, băuturi alcoolice, _x000D_
produse din tutun si cafea",KS,2014,0
D29F,Impozite pe emisiile poluante,_Z,2014,710.2
D29F,Taxe si alte venituri din protectia mediului,C,2014,19.9
D29F,"Venituri din vanzarea certificatelor de emisii de gaze cu efect de sera,",C,2014,690.3
D29G,Sub-compensare a TVA-ului (sistem forfetar),_Z,2014,NA
D29H,Alte impozite pe productie,_Z,2014,647
D29H,"Taxe pe activitatea de prospectiune, explorare si exploatare a resurselor minerale",KS,2014,21.2
D29H,Taxa asupra unor activitati daunatoare sanatatii si din publicitatea lor,KS,2014,0.5
D29H,Venituri cu destinatie speciala din cotele aplicate asupra venitur realizate in domeniul aviatiei civile,KS,2014,0
D29H,Contributii in sectorul zaharului,KS,2014,3.4
D29H,Contributii la fondul temporar pentru restructurarea industriei zaharului in Comunitatea Europeana,KS,2014,0
D29H,Contributia la fondul national de rezolutie,KS,2014,621.9
D29H,Taxa pe active fixe bancare,KS,2014,NA
D29H,Contributia la Fondul de garantare a depozitelor bancare,KS,2014,NA
D5,"Impozitele curente pe patrimoniul de venit, etc",_Z,2014,41421.4
D51,Impozit pe venit,_Z,2014,38596.7
D51M,"Impozite pe venitul individual sau de uz casnic, inclusiv câștigurile din exploatare",_Z,2014,23573.7
D51M,Impozit pe venituri din activitati independente,SPLIT1,2014,626.3
D51M,Impozit pe venituri din cedarea folosintei bunurilor,SPLIT1,2014,407.2
D51M,Impozit pe venituri din dividende,SPLIT1,2014,1674.3
D51M,Impozit pe venituri din dobanzi,SPLIT1,2014,524.3
D51M,Impozit pe alte venituri,SPLIT1,2014,131.6
D51M,Impozit pe venituri din pensii,SPLIT1,2014,1455.7
D51M,Impozit pe venituri din transferul titlurilor de valoare,SPLIT1,2014,209.9
D51M,Impozit pe venituri din valorificarea drepturilor de proprietate intelectuala,SPLIT1,2014,98.4
D51M,Impozit pe venituri realizate de persoa- nele fizice nerezidente,SPLIT1,2014,656.2
D51M,Impozitul pe onorariul avocatilor si notarilor publici,SPLIT1,2014,1.8
D51M,"Impozit pe veniturile liber profesionistilor, meseriasilor si a altor persoane fizice independente si asociatiilor familiare",SPLIT1,2014,NA
D51M,"Impozit pe venituri din inchirieri, subinchirieri, locatii de gestiune si arendari",SPLIT1,2014,NA
D51M,"Impozit pe venituri obtinute din drepturi de autor si cele cuvenite
 inventatorilor si inovatorilor",SPLIT1,2014,NA
D51M,Impozitul pe veniturile obtinute din premii si castiguri in bani sau natura,SPLIT1,2014,NA
D51M,Impozit pe venituri realizate de persoanele fizice nesalariate,SPLIT1,2014,NA
D51M,"Alte impozite pe venit, profit si cistiguri din capital",SPLIT1,2014,78.9
D51M,Impozit pe venit din salarii,SPLIT1,2014,17583.6
D51M,Impozit pe venituri din activitati agricole,SPLIT1,2014,125.5
D51M,Impozitul specific,SPLIT1,2014,NA
D51M,Impozitul pe veniturile din activitati independente realizate in baza contractelor de activitate sportiva,SPLIT1,2014,NA
D51M,Impozit pe venit aferent declaratiei unice,SPLIT1,2014,NA
D51A,Impozite pe venitul persoanelor fizice sau al gospodariilor populatiei exclusiv castiguri din detinere,_Z,2014,23573.7
D51A,Impozit pe venituri din activitati independente,SPLIT1,2014,626.3
D51A,Impozit pe venituri din cedarea folosintei bunurilor,SPLIT1,2014,407.2
D51A,Impozit pe venituri din dividende,SPLIT1,2014,1674.3
D51A,Impozit pe venituri din dobanzi,SPLIT1,2014,524.3
D51A,Impozit pe alte venituri,SPLIT1,2014,131.6
D51A,Impozit pe venituri din pensii,SPLIT1,2014,1455.7
D51A,Impozit pe venituri din transferul titlurilor de valoare,SPLIT1,2014,209.9
D51A,Impozit pe venituri din valorificarea drepturilor de proprietate intelectuala,SPLIT1,2014,98.4
D51A,Impozit pe venituri realizate de persoanele fizice nerezidente,SPLIT1,2014,656.2
D51A,Impozitul pe onorariul avocatilor si notarilor publici,SPLIT1,2014,1.8
D51A,"Impozit pe veniturile liber profesionistilor, meseriasilor si a altor persoane fizice independente si asociatiilor familiare",SPLIT1,2014,NA
D51A,"Impozit pe venituri din inchirieri, subinchirieri, locatii de gestiune si arendari",SPLIT1,2014,NA
D51A,"Impozit pe venituri obtinute din drepturi de autor si cele cuvenite
 inventatorilor si inovatorilor",SPLIT1,2014,NA
D51A,Impozitul pe veniturile obtinute din premii si castiguri in bani sau natura,SPLIT1,2014,NA
D51A,Impozit pe venituri realizate de persoanele fizice nesalariate,SPLIT1,2014,NA
D51A,"Alte impozite pe venit, profit si cistiguri din capital",SPLIT1,2014,78.9
D51A,Impozit pe venit din salarii,SPLIT1,2014,17583.6
D51A,Impozit pe venituri din activitati agricole,SPLIT1,2014,125.5
D51A,Impozitul specific,SPLIT1,2014,NA
D51A,Impozitul pe veniturile din activitati independente realizate in baza contractelor de activitate sportiva,SPLIT1,2014,NA
D51A,Impozit pe venit aferent declaratiei unice,SPLIT1,2014,NA
D51C1,Impozite pe castigurile de detinere(1),_Z,2014,NA
D51O,Impozite pe venitul sau beneficiile societatilor inclusiv castigurile din detinere,_Z,2014,14196.4
D51O,Impozit pe profit de la agentii economici,KIC,2014,11656
D51O,Impozit pe profit de la bancile comerciale,KIC,2014,326.3
D51O,Impozit pe veniturile realizate de persoanele juridice nerezidente,KIC,2014,23
D51O,Impozitul pe profit obtinut din activitati comerciale ilicite sau din nerespectarea Legii privind protectia consumatorului,KIC,2014,0.2
D51O,Impozit pe dividende datorat de persoane juridice,KIC,2014,61.3
D51O,"Impozit pe profitul realizat de persoana fizica dintr-o asociere cu o persoana juridica, care nu genereaza o persoana juridica",KIC,2014,3.8
D51O,Impozit pe venitul microintreprinderilor,KIC,2014,789.4
D51O,Impozit pe veniturile microintreprinderilor realizate de persoana fizica dintr-o asociere cu o persoana jurudica care nu genereaza o persoana juridica,KIC,2014,0
D51O,Impozitul pe venitul reprezentantelor din Romania ale societatilor comerciale straine,KIC,2014,4.4
D51O,"Sume incasate pentru bugetul de stat in contul unic,in curs de distribuire",KIC,2014,64.2
D51O,"Impozit pe venituri din operatiuni de vanzare-cumparare de valuta la termen, pe baza de contract, precum si orice alte operatiuni similare",KIC,2014,0.7
D51O,Varsaminte din profitul net al regiilor autonome,KIC,2014,213.7
D51O,Contributii ale agentilor economici pt invatamantul de stat,KIC,2014,0
D51O,Varsaminte din veniturile nete ale Bancii Nationale a Romaniei,KIC,2014,NA
D51O,Impozite pe veniturile din exploatarea unor resurse naturale,KIC,2014,1053.4
D51O,"Impozit pe venitul din concesionarea bunurilor societatilor comerciale  sau companiilor nationale la care statul este actionar mAIoritar 
          precum si societatilor autonome",KIC,2014,0
D51B,Impozite pe venitul sau beneficiile societatilor exclusiv castigurile din detinere,_Z,2014,14196.4
D51B,Impozit pe profit de la agentii economici,KIC,2014,11656
D51B,Impozit pe profit de la bancile comerciale,KIC,2014,326.3
D51B,Impozit pe veniturile realizate de persoanele juridice nerezidente,KIC,2014,23
D51B,Impozitul pe profit obtinut din activitati comerciale ilicite sau din nerespectarea Legii privind protectia consumatorului,KIC,2014,0.2
D51B,Impozit pe dividende datorat de persoane juridice,KIC,2014,61.3
D51B,"Impozit pe profitul realizat de persoana fizica dintr-o asociere cu o persoana juridica, care nu genereaza o persoana juridica",KIC,2014,3.8
D51B,Impozit pe venitul microintreprinderilor,KIC,2014,789.4
D51B,"Impozit pe veniturile microintreprinderilor realizate de persoana fizica dintr-o
 asociere cu o persoana jurudica care nu genereaza o persoana juridica",KIC,2014,0
D51B,Impozitul pe venitul reprezentantelor din Romania ale societatilor comerciale straine,KIC,2014,4.4
D51B,"Sume incasate pentru bugetul de stat in contul unic,in curs de distribuire",KIC,2014,64.2
D51B,"Impozit pe venituri din operatiuni de vanzare-cumparare de valuta la termen, pe baza de contract, precum si orice alte operatiuni similare",KIC,2014,0.7
D51B,Varsaminte din profitul net al regiilor autonome,KIC,2014,213.7
D51B,Contributii ale agentilor economici pt invatamantul de stat,KIC,2014,0
D51B,Varsaminte din veniturile nete ale Bancii Nationale a Romaniei,KIC,2014,NA
D51B,Impozite pe veniturile din exploatarea unor resurse naturale,KIC,2014,1053.4
D51B,Impozit pe venitul din concesionarea bunurilor societatilor comerciale  sau companiilor nationale la care statul este actionar majoritar  precum si societatilor autonome,KIC,2014,0
D51C2,Impozite pe câștigurile din exploatare ale societăților (1),_Z,2014,NA
D51C3,Alte impozite pe câștigurile exploatație (1),_Z,2014,NA
D51C,Impozite pe castigurile de detinere,_Z,2014,NA
D51D,Taxe asupra castigurilor de la loterii si pariuri,_Z,2014,826.4
D51D,"Impozit pe veniturile obtinute din jocurile de noroc, din premii si din prime in bani si/sau natura",KIH,2014,98.5
D51D,Taxe pentru jocurile de noroc,KIH,2014,727.9
D51E,Alte impozite pe venit,_Z,2014,0.2
D51E,"Impozit pe venituri obtinute din valorificarea de bunuri in regim de consignatie si din activitati desfasurate pe baza unui contract de agent, comision sau mandat comercial",KIH,2014,0.2
D59,Alte impozite curente,_Z,2014,2824.7
D59A,Impozite curente pe capital,_Z,2014,1747.8
D59A,Impozit pe terenul din extravilan,KS,2014,485.5
D59A,Impozit pe cladiri de la persoane  fizice,KS,2014,891.6
D59A,Impozit pe terenuri de la persoane  fizice,KS,2014,370.7
D59B,Taxe sondaj,_Z,2014,NA
D59C,Impozitele pe cheltuieli,_Z,2014,NA
D59D,Plățile efectuate de gospodării pentru licențe,_Z,2014,1023.1
D59D,Impozit pe mijloacele de transport  detinute de persoane fizice*),C,2014,606.9
D59D,Taxa Radio-TV,C,2014,416.2
D59E,Impozite pe operațiunile internaționale,_Z,2014,NA
D59F,Alte impozite curente n.e.c.,_Z,2014,53.8
D59F,Alte impozite si taxe pe proprietate de la populatie,KS,2014,53.8
D91,Impozite pe capital,_Z,2014,0
D91A,Impozite pe transferurile de capital,_Z,2014,0
D91B,impozitele pe capital,_Z,2014,0
D91C,Alte impozite pe capital n.e.c.,_Z,2014,0
ODA,Totalul încasărilor fiscale,_Z,2014,127095.9
D61,Cotizatii sociale nete,_Z,2014,56983.3
D611,Cotizatii sociale efective in sarcina angajatorilor,_Z,2014,36620.6
D611,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,2014,27020.5
D611,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2014,631.9
D611,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2014,8252
D611,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2014,294.9
D611,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2014,173.4
D611,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2014,247.9
D611,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,2014,NA
D611,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2014,NA
D611,Venituri din contributia asiguratorie pentru munca pentru somaj,LEYRS,2014,NA
D611,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2014,NA
D611,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2014,NA
D611,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2014,NA
D611,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2014,NA
D611C,Cotizatii sociale efective obligatorii in sarcina angajatorilor,_Z,2014,36620.6
D611C,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,2014,27020.5
D611C,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2014,631.9
D611C,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2014,8252
D611C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2014,294.9
D611C,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2014,173.4
D611C,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2014,247.9
